area_fips,area_title,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
31167,"Stanton County, Nebraska",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
31169,"Thayer County, Nebraska",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,3,3,2
31171,"Thomas County, Nebraska",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1
31173,"Thurston County, Nebraska",2,2,2,2,3,3,3,3,2,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
31175,"Valley County, Nebraska",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
31177,"Washington County, Nebraska",4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
31179,"Wayne County, Nebraska",1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
31181,"Webster County, Nebraska",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31183,"Wheeler County, Nebraska",1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2
31185,"York County, Nebraska",2,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,3,2,2,2,3,3,3,3,3,3
31999,"Unknown Or Undefined, Nebraska",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32001,"Churchill County, Nevada",4,4,4,5,4,5,5,4,4,5,4,4,4,5,5,4,4,4,5,5,5,5,5,5,4,4,4
32003,"Clark County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32005,"Douglas County, Nevada",4,4,4,5,4,4,4,4,5,5,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4
32007,"Elko County, Nevada",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
32009,"Esmeralda County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5
32011,"Eureka County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32013,"Humboldt County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32015,"Lander County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32017,"Lincoln County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2
32019,"Lyon County, Nevada",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
32021,"Mineral County, Nevada",5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,4,5
32023,"Nye County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32027,"Pershing County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32029,"Storey County, Nevada",5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
32031,"Washoe County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32033,"White Pine County, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
32510,"Carson City, Nevada",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
32999,"Unknown Or Undefined, Nevada",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33001,"Belknap County, New Hampshire",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
33003,"Carroll County, New Hampshire",2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2
33005,"Cheshire County, New Hampshire",5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5
33007,"Coos County, New Hampshire",4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
33009,"Grafton County, New Hampshire",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33011,"Hillsborough County, New Hampshire",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33013,"Merrimack County, New Hampshire",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33015,"Rockingham County, New Hampshire",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33017,"Strafford County, New Hampshire",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
33019,"Sullivan County, New Hampshire",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
33999,"Unknown Or Undefined, New Hampshire",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34001,"Atlantic County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5
34003,"Bergen County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34005,"Burlington County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34007,"Camden County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34009,"Cape May County, New Jersey",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
34011,"Cumberland County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34013,"Essex County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34015,"Gloucester County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34017,"Hudson County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34019,"Hunterdon County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34021,"Mercer County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34023,"Middlesex County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34025,"Monmouth County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34027,"Morris County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34029,"Ocean County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
34031,"Passaic County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34033,"Salem County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34035,"Somerset County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34037,"Sussex County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5
34039,"Union County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34041,"Warren County, New Jersey",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
34999,"Unknown Or Undefined, New Jersey",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35001,"Bernalillo County, New Mexico",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35003,"Catron County, New Mexico",3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1
35005,"Chaves County, New Mexico",3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2
35006,"Cibola County, New Mexico",2,2,2,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
35007,"Colfax County, New Mexico",2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
35009,"Curry County, New Mexico",2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2
35011,"De Baca County, New Mexico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
35013,"Dona Ana County, New Mexico",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3
35015,"Eddy County, New Mexico",4,5,4,5,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
35017,"Grant County, New Mexico",4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,2,3,3,4,3,4,4,4,4,4,4
35019,"Guadalupe County, New Mexico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35021,"Harding County, New Mexico",2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,3,3,2,2
35023,"Hidalgo County, New Mexico",4,4,4,4,4,4,4,3,2,3,1,1,1,1,1,1,3,4,4,3,4,4,4,4,3,4,3
35025,"Lea County, New Mexico",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
35027,"Lincoln County, New Mexico",2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
35028,"Los Alamos County, New Mexico",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
35029,"Luna County, New Mexico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
35031,"Mckinley County, New Mexico",3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2
35033,"Mora County, New Mexico",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
35035,"Otero County, New Mexico",3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,3,3,3,3,3,2,2
35037,"Quay County, New Mexico",3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35039,"Rio Arriba County, New Mexico",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
35041,"Roosevelt County, New Mexico",2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2
35043,"Sandoval County, New Mexico",4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4
35045,"San Juan County, New Mexico",5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
35047,"San Miguel County, New Mexico",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
35049,"Santa Fe County, New Mexico",4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4
35051,"Sierra County, New Mexico",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35053,"Socorro County, New Mexico",3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3
35055,"Taos County, New Mexico",1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1
35057,"Torrance County, New Mexico",2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2
35059,"Union County, New Mexico",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
35061,"Valencia County, New Mexico",2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
35999,"Unknown Or Undefined, New Mexico",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36001,"Albany County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36003,"Allegany County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3
36005,"Bronx County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36007,"Broome County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36009,"Cattaraugus County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
36011,"Cayuga County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36013,"Chautauqua County, New York",4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
36015,"Chemung County, New York",4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
36017,"Chenango County, New York",4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
36019,"Clinton County, New York",4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
36021,"Columbia County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36023,"Cortland County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3
36025,"Delaware County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36027,"Dutchess County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36029,"Erie County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36031,"Essex County, New York",4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4
36033,"Franklin County, New York",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36035,"Fulton County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
36037,"Genesee County, New York",4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4
36039,"Greene County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36041,"Hamilton County, New York",2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2
36043,"Herkimer County, New York",4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3
36045,"Jefferson County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36047,"Kings County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5
36049,"Lewis County, New York",4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
36051,"Livingston County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3
36053,"Madison County, New York",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,3,4,4,3,4
36055,"Monroe County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36057,"Montgomery County, New York",3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4
36059,"Nassau County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36061,"New York County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36063,"Niagara County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
36065,"Oneida County, New York",5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36067,"Onondaga County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36069,"Ontario County, New York",4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5
36071,"Orange County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5
36073,"Orleans County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
36075,"Oswego County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5
36077,"Otsego County, New York",4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
36079,"Putnam County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36081,"Queens County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36083,"Rensselaer County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36085,"Richmond County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36087,"Rockland County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36089,"St. Lawrence County, New York",5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36091,"Saratoga County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
36093,"Schenectady County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36095,"Schoharie County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3
36097,"Schuyler County, New York",4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
36099,"Seneca County, New York",5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5
36101,"Steuben County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36103,"Suffolk County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36105,"Sullivan County, New York",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36107,"Tioga County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36109,"Tompkins County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36111,"Ulster County, New York",5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36113,"Warren County, New York",4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36115,"Washington County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4
36117,"Wayne County, New York",4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36119,"Westchester County, New York",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
36121,"Wyoming County, New York",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
36123,"Yates County, New York",3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36999,"Unknown Or Undefined, New York",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37001,"Alamance County, North Carolina",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4
37003,"Alexander County, North Carolina",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,1,1,1,1,1,2
37005,"Alleghany County, North Carolina",1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37007,"Anson County, North Carolina",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
37009,"Ashe County, North Carolina",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
37011,"Avery County, North Carolina",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
37013,"Beaufort County, North Carolina",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
37015,"Bertie County, North Carolina",2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,3,2,1,1,1,1,1
37017,"Bladen County, North Carolina",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
37019,"Brunswick County, North Carolina",5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
37021,"Buncombe County, North Carolina",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
37023,"Burke County, North Carolina",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,3
37025,"Cabarrus County, North Carolina",4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,4,4
37027,"Caldwell County, North Carolina",3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
37029,"Camden County, North Carolina",2,2,2,2,1,1,2,2,2,2,3,2,2,3,2,3,4,4,4,4,5,4,5,4,4,4,2
37031,"Carteret County, North Carolina",1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1
37033,"Caswell County, North Carolina",2,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
37035,"Catawba County, North Carolina",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
37037,"Chatham County, North Carolina",3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
37039,"Cherokee County, North Carolina",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
37041,"Chowan County, North Carolina",3,4,3,3,3,3,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2
37043,"Clay County, North Carolina",1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
37045,"Cleveland County, North Carolina",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
37047,"Columbus County, North Carolina",3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
37049,"Craven County, North Carolina",4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
37051,"Cumberland County, North Carolina",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
37053,"Currituck County, North Carolina",2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,2,2,2
37055,"Dare County, North Carolina",2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
37057,"Davidson County, North Carolina",3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
37059,"Davie County, North Carolina",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
37061,"Duplin County, North Carolina",2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
37063,"Durham County, North Carolina",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37065,"Edgecombe County, North Carolina",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2
37067,"Forsyth County, North Carolina",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
37069,"Franklin County, North Carolina",2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4
37071,"Gaston County, North Carolina",4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
37073,"Gates County, North Carolina",2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
37075,"Graham County, North Carolina",2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1
37077,"Granville County, North Carolina",4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,5,5,4,4,4,4,4,4
37079,"Greene County, North Carolina",3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
37081,"Guilford County, North Carolina",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
